airline,source_city,departure_time,stops,arrival_time,destination_city,class,days_left,price
2,2,0,2,0,5,1,26,2410
2,2,0,2,2,5,1,26,2410
2,2,2,2,2,5,1,26,2410
3,2,3,2,1,5,1,26,2410
0,2,1,2,1,5,1,26,2410
3,2,1,2,4,5,1,26,2410
2,2,1,2,4,5,1,26,2410
3,2,1,2,4,5,1,26,2410
2,2,1,2,4,5,1,26,2410
3,2,4,2,4,5,1,26,2410
2,2,5,2,3,5,1,26,2410
3,2,5,2,3,5,1,26,2410
2,2,3,2,1,5,1,26,2410
2,2,0,2,2,5,1,26,2410
2,2,0,2,2,5,1,26,2410
2,2,2,2,5,5,1,26,2410
3,2,2,2,5,5,1,26,2410
2,2,5,2,5,5,1,26,2410
3,2,4,2,4,5,1,26,2410
2,2,4,2,0,5,1,26,2410
3,2,4,2,0,5,1,26,2410
2,2,2,2,5,5,1,26,2410
3,2,1,2,1,5,1,26,2410
0,2,2,0,3,5,1,26,2409
0,2,2,0,3,5,1,26,2409
0,2,5,0,1,5,1,26,2409
0,2,4,0,5,5,1,26,2409
0,2,2,0,1,5,1,26,2409
0,2,2,0,1,5,1,26,2409
0,2,1,0,5,5,1,26,2409
0,2,0,0,3,5,1,26,2409
0,2,0,0,3,5,1,26,2409
0,2,5,0,0,5,1,26,2409
0,2,4,0,3,5,1,26,2409
3,2,4,0,0,5,1,26,2463
3,2,1,0,0,5,1,26,2463
3,2,4,0,2,5,1,26,2463
1,2,2,2,2,5,1,26,2476
1,2,1,2,4,5,1,26,2476
1,2,1,2,4,5,1,26,2476
1,2,4,2,0,5,1,26,2476
1,2,2,2,5,5,1,26,2476
1,2,4,2,4,5,1,26,2476
1,2,2,2,5,5,1,26,2476
1,2,0,0,2,5,1,26,2476
1,2,2,0,5,5,1,26,2476
4,2,2,2,5,5,1,26,2621
4,2,1,2,4,5,1,26,2621
4,2,1,2,4,5,1,26,2621
4,2,2,2,5,5,1,26,2621
4,2,1,0,4,5,1,26,2621
3,2,4,2,0,5,1,26,3001
3,2,2,2,2,5,1,26,3001
3,2,2,2,5,5,1,26,3001
3,2,0,2,2,5,1,26,3001
3,2,0,2,2,5,1,26,3001
3,2,5,2,5,5,1,26,3001
3,2,4,2,4,5,1,26,3001
3,2,4,0,0,5,1,26,3054
5,2,1,2,4,5,1,26,3100
5,2,2,2,5,5,1,26,3100
5,2,4,2,4,5,1,26,3100
5,2,2,2,2,5,1,26,3100
5,2,2,2,5,5,1,26,3100
3,2,5,0,1,5,1,26,2994
0,2,2,0,3,5,1,26,3102
0,2,2,0,1,5,1,26,3102
0,2,2,2,5,5,1,26,3252
1,2,1,0,0,5,1,26,3291
1,2,2,0,0,5,1,26,3291
2,2,2,0,5,5,1,26,3330
2,2,2,0,3,5,1,26,3330
2,2,2,0,3,5,1,26,3330
3,2,5,0,4,5,1,26,3408
4,2,2,0,5,5,1,26,3519
4,2,2,0,1,5,1,26,3519
4,2,2,0,4,5,1,26,3519
4,2,0,0,0,5,1,26,3519
4,2,0,0,2,5,1,26,3519
3,2,5,0,4,5,1,26,3546
3,2,5,0,1,5,1,26,3549
1,2,4,0,0,5,1,26,3554
3,2,4,1,2,5,1,26,3728
5,2,0,0,0,5,1,26,4170
1,2,2,0,5,5,1,26,3831
1,2,4,0,5,5,1,26,3831
1,2,4,0,5,5,1,26,3831
1,2,5,0,4,5,1,26,3855
1,2,2,0,4,5,1,26,3855
1,2,5,0,2,5,1,26,3855
1,2,2,0,2,5,1,26,3855
1,2,2,0,5,5,1,26,3897
3,2,2,0,5,5,1,26,3959
3,2,0,0,5,5,1,26,3959
3,2,2,0,5,5,1,26,3963
3,2,0,0,2,5,1,26,3968
3,2,2,0,5,5,1,26,3968
3,2,1,0,4,5,1,26,3968
3,2,4,0,2,5,1,26,3968
3,2,0,0,5,5,1,26,3968
3,2,1,0,4,5,1,26,4055
3,2,1,0,0,5,1,26,4055
1,2,4,0,5,5,1,26,4161
1,2,1,0,5,5,1,26,4161
1,2,4,0,4,5,1,26,4161
1,2,4,0,2,5,1,26,4170
1,2,4,0,4,5,1,26,4170
1,2,1,0,5,5,1,26,4233
1,2,5,0,5,5,1,26,4251
5,2,1,0,0,5,1,26,4691
5,2,1,0,5,5,1,26,4691
3,2,1,0,2,5,1,26,4373
5,2,0,0,0,5,1,26,4781
1,2,0,0,2,5,1,26,4559
1,2,1,0,2,5,1,26,4590
1,2,1,0,4,5,1,26,4590
5,2,0,0,2,5,1,26,4968
3,2,0,0,2,5,1,26,4674
5,2,0,0,5,5,1,26,5040
5,2,2,0,4,5,1,26,5040
5,2,2,0,4,5,1,26,5040
5,2,2,0,4,5,1,26,5040
5,2,2,0,4,5,1,26,5040
5,2,2,0,0,5,1,26,5040
5,2,0,0,4,5,1,26,5040
5,2,2,0,0,5,1,26,5040
2,2,4,0,2,5,1,26,4793
5,2,2,0,5,5,1,26,5227
5,2,1,0,0,5,1,26,5227
5,2,0,0,5,5,1,26,5227
5,2,4,0,5,5,1,26,5227
5,2,5,0,4,5,1,26,5227
5,2,1,0,5,5,1,26,5227
5,2,2,0,4,5,1,26,5227
5,2,5,0,0,5,1,26,5227
5,2,0,0,4,5,1,26,5227
5,2,2,0,0,5,1,26,5227
1,2,4,0,0,5,1,26,4926
1,2,4,0,2,5,1,26,5026
1,2,2,0,2,5,1,26,5026
2,2,4,0,0,5,1,26,5087
2,2,1,0,0,5,1,26,5087
2,2,4,0,5,5,1,26,5087
2,2,5,0,4,5,1,26,5087
1,2,1,0,0,5,1,26,5231
1,2,2,0,0,5,1,26,5231
1,2,0,0,2,5,1,26,5246
1,2,1,0,5,5,1,26,5281
2,2,0,0,5,5,1,26,5323
2,2,0,0,5,5,1,26,5323
1,2,2,0,5,5,1,26,5507
1,2,0,0,5,5,1,26,5507
1,2,5,0,4,5,1,26,5525
2,2,1,0,0,5,1,26,5584
2,2,1,0,0,5,1,26,5584
1,2,1,0,5,5,1,26,5761
2,2,4,0,2,5,1,26,5806
2,2,4,0,2,5,1,26,5806
2,2,5,0,1,5,1,26,5806
1,2,1,0,2,5,1,26,5852
1,2,4,0,2,5,1,26,5927
5,2,1,0,4,5,1,26,6296
5,2,2,0,5,5,1,26,6296
5,2,2,0,5,5,1,26,6296
5,2,0,0,5,5,1,26,6296
5,2,0,0,5,5,1,26,6296
5,2,2,0,5,5,1,26,6296
5,2,0,0,5,5,1,26,6296
5,2,0,0,5,5,1,26,6296
5,2,4,0,5,5,1,26,6296
5,2,5,0,4,5,1,26,6296
2,2,1,0,4,5,1,26,5954
2,2,0,0,2,5,1,26,5954
2,2,4,0,2,5,1,26,5954
2,2,0,1,5,5,1,26,5954
2,2,4,0,2,5,1,26,5954
2,2,1,0,2,5,1,26,5954
2,2,4,0,2,5,1,26,5958
2,2,4,0,2,5,1,26,5958
1,2,4,0,3,5,1,26,6050
1,2,4,0,5,5,1,26,6181
1,2,0,0,5,5,1,26,6227
1,2,1,0,5,5,1,26,6228
1,2,2,0,0,5,1,26,6339
1,2,4,0,2,5,1,26,6365
1,2,5,0,0,5,1,26,6724
1,2,4,0,0,5,1,26,6890
1,2,0,0,2,5,1,26,7152
1,2,4,0,0,5,1,26,7206
5,2,2,0,5,5,1,26,7569
5,2,0,0,5,5,1,26,7569
5,2,1,0,0,5,1,26,7575
5,2,2,0,5,5,1,26,7575
5,2,1,0,0,5,1,26,7575
5,2,0,0,5,5,1,26,7575
5,2,1,0,5,5,1,26,7575
5,2,1,0,5,5,1,26,7575
5,2,1,0,5,5,1,26,7575
5,2,5,0,0,5,1,26,7575
5,2,1,0,5,5,1,26,7575
2,2,1,0,0,5,1,26,7469
1,2,4,0,5,5,1,26,7475
5,2,5,0,5,5,1,26,7838
5,2,2,0,0,5,1,26,8805
1,2,4,0,2,5,1,26,8592
1,2,2,0,5,5,1,26,8789
2,2,1,1,2,5,1,26,11295
5,2,1,2,1,5,1,27,2476
5,2,5,2,5,5,1,27,2476
5,2,5,2,5,5,1,27,2476
5,2,4,2,4,5,1,27,2700
5,2,0,2,0,5,1,27,2700
5,2,0,2,2,5,1,27,2700
5,2,0,2,2,5,1,27,2700
5,2,2,2,5,5,1,27,2700
5,2,4,2,0,5,1,27,2700
5,2,4,2,0,5,1,27,2700
2,2,0,2,0,5,1,27,2410
2,2,0,2,2,5,1,27,2410
2,2,2,2,2,5,1,27,2410
3,2,3,2,1,5,1,27,2410
0,2,1,2,1,5,1,27,2410
3,2,1,2,4,5,1,27,2410
2,2,1,2,4,5,1,27,2410
3,2,1,2,4,5,1,27,2410
2,2,1,2,4,5,1,27,2410
3,2,4,2,4,5,1,27,2410
3,2,5,2,3,5,1,27,2410
2,2,3,2,1,5,1,27,2410
2,2,0,2,2,5,1,27,2410
2,2,0,2,2,5,1,27,2410
2,2,2,2,5,5,1,27,2410
0,2,2,2,5,5,1,27,2410
3,2,2,2,5,5,1,27,2410
2,2,5,2,5,5,1,27,2410
3,2,4,2,4,5,1,27,2410
2,2,4,2,0,5,1,27,2410
3,2,4,2,0,5,1,27,2410
2,2,2,2,5,5,1,27,2410
3,2,1,2,1,5,1,27,2410
0,2,2,0,3,5,1,27,2409
0,2,2,0,3,5,1,27,2409
0,2,5,0,1,5,1,27,2409
0,2,4,0,5,5,1,27,2409
0,2,2,0,1,5,1,27,2409
0,2,2,0,1,5,1,27,2409
0,2,1,0,5,5,1,27,2409
0,2,0,0,3,5,1,27,2409
0,2,5,0,0,5,1,27,2409
0,2,4,0,3,5,1,27,2409
3,2,1,0,0,5,1,27,2463
1,2,2,2,2,5,1,27,2476
1,2,1,2,4,5,1,27,2476
1,2,1,2,4,5,1,27,2476
1,2,2,2,5,5,1,27,2476
1,2,4,2,4,5,1,27,2476
1,2,2,2,5,5,1,27,2476
1,2,0,0,2,5,1,27,2476
1,2,2,0,5,5,1,27,2476
4,2,2,2,5,5,1,27,2621
4,2,1,2,4,5,1,27,2621
4,2,1,2,4,5,1,27,2621
4,2,2,2,5,5,1,27,2621
4,2,1,0,4,5,1,27,2621
3,2,4,2,4,5,1,27,3001
3,2,4,0,0,5,1,27,3054
5,2,1,2,4,5,1,27,3100
5,2,2,2,5,5,1,27,3100
5,2,4,2,4,5,1,27,3100
5,2,2,2,2,5,1,27,3100
5,2,2,2,5,5,1,27,3100
3,2,4,2,0,5,1,27,3001
3,2,2,2,5,5,1,27,3001
3,2,0,2,2,5,1,27,3001
3,2,0,2,2,5,1,27,3001
3,2,5,2,5,5,1,27,3001
3,2,5,0,1,5,1,27,2994
3,2,5,0,1,5,1,27,2994
1,2,1,0,0,5,1,27,3291
2,2,2,0,5,5,1,27,3330
2,2,2,0,3,5,1,27,3330
2,2,2,0,3,5,1,27,3330
4,2,2,0,5,5,1,27,3519
4,2,2,0,1,5,1,27,3519
4,2,2,0,4,5,1,27,3519
4,2,0,0,0,5,1,27,3519
4,2,0,0,2,5,1,27,3519
3,2,0,0,5,5,1,27,3546
3,2,1,0,2,5,1,27,3546
3,2,5,0,4,5,1,27,3546
1,2,0,0,0,5,1,27,3554
3,2,2,2,2,5,1,27,3570
1,2,2,0,0,5,1,27,3564
3,2,1,0,4,5,1,27,3657
1,2,1,0,5,5,1,27,3708
0,2,2,0,3,5,1,27,3733
0,2,0,0,3,5,1,27,3733
0,2,2,0,1,5,1,27,3733
5,2,0,0,0,5,1,27,4170
1,2,2,0,5,5,1,27,3831
1,2,2,0,5,5,1,27,3831
1,2,5,0,4,5,1,27,3831
1,2,4,0,5,5,1,27,3831
1,2,2,0,4,5,1,27,3831
1,2,4,0,5,5,1,27,3831
1,2,2,0,4,5,1,27,3831
1,2,4,0,4,5,1,27,3831
1,2,4,0,4,5,1,27,3831
1,2,5,0,5,5,1,27,3831
1,2,4,0,2,5,1,27,3855
1,2,1,0,2,5,1,27,3855
1,2,5,0,4,5,1,27,3855
1,2,2,0,4,5,1,27,3855
1,2,4,0,4,5,1,27,3855
1,2,1,0,4,5,1,27,3855
3,2,2,0,5,5,1,27,3959
3,2,0,0,5,5,1,27,3959
3,2,2,0,5,5,1,27,3963
3,2,0,0,2,5,1,27,3968
3,2,2,0,5,5,1,27,3968
3,2,1,0,4,5,1,27,3968
3,2,4,0,2,5,1,27,3968
3,2,0,0,5,5,1,27,3968
3,2,1,0,0,5,1,27,4055
1,2,5,0,2,5,1,27,4118
1,2,2,0,2,5,1,27,4118
1,2,1,0,5,5,1,27,4233
5,2,0,0,0,5,1,27,4781
1,2,0,0,2,5,1,27,4559
5,2,0,0,2,5,1,27,4968
5,2,1,0,0,5,1,27,5006
5,2,1,0,5,5,1,27,5006
3,2,0,0,2,5,1,27,4674
5,2,2,0,4,5,1,27,5040
5,2,2,0,4,5,1,27,5040
5,2,2,0,4,5,1,27,5040
5,2,2,0,4,5,1,27,5040
5,2,2,0,0,5,1,27,5040
5,2,2,0,0,5,1,27,5040
2,2,4,0,2,5,1,27,4793
5,2,1,0,0,5,1,27,5227
5,2,4,0,5,5,1,27,5227
5,2,5,0,4,5,1,27,5227
5,2,1,0,5,5,1,27,5227
5,2,5,0,0,5,1,27,5227
5,2,4,0,4,5,1,27,5227
1,2,4,0,0,5,1,27,4926
5,2,0,0,5,5,1,27,5355
5,2,0,0,4,5,1,27,5355
1,2,4,0,2,5,1,27,5026
1,2,1,0,2,5,1,27,5026
1,2,2,0,2,5,1,27,5026
2,2,4,0,0,5,1,27,5087
2,2,1,0,0,5,1,27,5087
2,2,4,0,5,5,1,27,5087
2,2,5,0,4,5,1,27,5087
5,2,2,0,5,5,1,27,5542
5,2,0,0,5,5,1,27,5542
5,2,2,0,4,5,1,27,5542
5,2,0,0,4,5,1,27,5542
1,2,1,0,0,5,1,27,5231
1,2,2,0,0,5,1,27,5231
1,2,2,0,0,5,1,27,5281
2,2,0,0,5,5,1,27,5323
2,2,0,0,5,5,1,27,5323
1,2,2,0,5,5,1,27,5507
1,2,0,0,5,5,1,27,5507
3,2,5,0,4,5,1,27,5546
2,2,1,0,0,5,1,27,5584
2,2,1,0,0,5,1,27,5584
1,2,5,0,0,5,1,27,5702
5,2,2,0,5,5,1,27,6108
5,2,0,0,5,5,1,27,6108
1,2,0,0,5,5,1,27,5761
1,2,1,0,5,5,1,27,5761
1,2,0,0,4,5,1,27,5761
2,2,5,0,1,5,1,27,5806
5,2,1,0,4,5,1,27,6296
5,2,2,0,5,5,1,27,6296
5,2,2,0,5,5,1,27,6296
5,2,0,0,5,5,1,27,6296
5,2,0,0,5,5,1,27,6296
5,2,2,0,5,5,1,27,6296
5,2,0,0,5,5,1,27,6296
5,2,0,0,5,5,1,27,6296
5,2,4,0,5,5,1,27,6296
5,2,5,0,4,5,1,27,6296
2,2,1,0,4,5,1,27,5954
2,2,0,0,2,5,1,27,5954
2,2,4,0,2,5,1,27,5954
2,2,0,1,5,5,1,27,5954
2,2,4,0,2,5,1,27,5954
2,2,1,1,2,5,1,27,5954
2,2,1,0,2,5,1,27,5954
1,2,5,0,4,5,1,27,6050
1,2,2,0,2,5,1,27,6137
1,2,4,0,5,5,1,27,6181
1,2,2,0,4,5,1,27,6181
1,2,1,0,5,5,1,27,6231
2,2,4,0,2,5,1,27,6236
2,2,4,0,2,5,1,27,6236
1,2,0,0,2,5,1,27,6312
1,2,1,0,0,5,1,27,6339
1,2,5,0,0,5,1,27,6724
1,2,4,0,0,5,1,27,6933
5,2,1,0,0,5,1,27,7575
5,2,2,0,5,5,1,27,7575
5,2,1,0,0,5,1,27,7575
5,2,0,0,5,5,1,27,7575
5,2,1,0,5,5,1,27,7575
5,2,5,0,0,5,1,27,7575
5,2,1,0,5,5,1,27,7575
5,2,5,0,5,5,1,27,7575
2,2,1,0,0,5,1,27,7469
5,2,1,0,5,5,1,27,7838
5,2,1,0,5,5,1,27,7838
2,2,4,0,2,5,1,27,7508
2,2,4,0,2,5,1,27,7508
1,2,4,0,2,5,1,27,7940
1,2,4,0,0,5,1,27,8024
5,2,2,0,0,5,1,27,8805
1,2,4,0,5,5,1,27,9158
2,2,1,1,2,5,1,27,11295
2,2,1,1,2,5,1,27,11311
5,2,1,2,1,5,1,28,2476
5,2,5,2,5,5,1,28,2476
5,2,5,2,5,5,1,28,2476
5,2,4,2,4,5,1,28,2700
5,2,0,2,0,5,1,28,2700
5,2,0,2,2,5,1,28,2700
5,2,0,2,2,5,1,28,2700
5,2,2,2,5,5,1,28,2700
5,2,4,2,0,5,1,28,2700
5,2,4,2,0,5,1,28,2700
2,2,0,2,0,5,1,28,2410
2,2,0,2,2,5,1,28,2410
2,2,2,2,2,5,1,28,2410
3,2,3,2,1,5,1,28,2410
0,2,1,2,1,5,1,28,2410
3,2,1,2,4,5,1,28,2410
2,2,1,2,4,5,1,28,2410
3,2,1,2,4,5,1,28,2410
2,2,1,2,4,5,1,28,2410
3,2,4,2,4,5,1,28,2410
3,2,5,2,3,5,1,28,2410
2,2,3,2,1,5,1,28,2410
2,2,0,2,2,5,1,28,2410
2,2,0,2,2,5,1,28,2410
2,2,2,2,5,5,1,28,2410
0,2,2,2,5,5,1,28,2410
3,2,2,2,5,5,1,28,2410
2,2,5,2,5,5,1,28,2410
3,2,4,2,4,5,1,28,2410
2,2,4,2,0,5,1,28,2410
3,2,4,2,0,5,1,28,2410
2,2,2,2,5,5,1,28,2410
3,2,1,2,1,5,1,28,2410
0,2,2,0,3,5,1,28,2409
0,2,2,0,3,5,1,28,2409
0,2,5,0,1,5,1,28,2409
0,2,4,0,5,5,1,28,2409
0,2,2,0,1,5,1,28,2409
0,2,2,0,1,5,1,28,2409
0,2,1,0,5,5,1,28,2409
0,2,0,0,3,5,1,28,2409
0,2,5,0,0,5,1,28,2409
0,2,4,0,3,5,1,28,2409
3,2,4,0,0,5,1,28,2463
3,2,1,0,0,5,1,28,2463
3,2,4,0,2,5,1,28,2463
1,2,2,2,2,5,1,28,2476
1,2,1,2,4,5,1,28,2476
1,2,1,2,4,5,1,28,2476
1,2,4,2,0,5,1,28,2476
1,2,2,2,5,5,1,28,2476
1,2,4,2,4,5,1,28,2476
1,2,2,2,5,5,1,28,2476
1,2,0,0,2,5,1,28,2476
1,2,2,0,5,5,1,28,2476
3,2,4,1,2,5,1,28,2568
4,2,2,2,5,5,1,28,2621
4,2,1,2,4,5,1,28,2621
4,2,1,2,4,5,1,28,2621
4,2,2,2,5,5,1,28,2621
4,2,1,0,4,5,1,28,2621
3,2,4,0,0,5,1,28,3054
5,2,1,2,4,5,1,28,3100
5,2,2,2,5,5,1,28,3100
5,2,4,2,4,5,1,28,3100
5,2,2,2,2,5,1,28,3100
5,2,2,2,5,5,1,28,3100
3,2,4,2,0,5,1,28,3001
3,2,2,2,2,5,1,28,3001
3,2,2,2,5,5,1,28,3001
3,2,0,2,2,5,1,28,3001
3,2,0,2,2,5,1,28,3001
3,2,5,2,5,5,1,28,3001
3,2,4,2,4,5,1,28,3001
3,2,5,0,1,5,1,28,2994
3,2,5,0,1,5,1,28,2994
0,2,2,0,3,5,1,28,3102
0,2,2,0,1,5,1,28,3102
1,2,1,0,0,5,1,28,3291
1,2,2,0,0,5,1,28,3291
2,2,2,0,5,5,1,28,3330
2,2,2,0,3,5,1,28,3330
2,2,2,0,3,5,1,28,3330
3,2,5,0,4,5,1,28,3408
4,2,2,0,5,5,1,28,3519
4,2,2,0,1,5,1,28,3519
4,2,2,0,4,5,1,28,3519
4,2,0,0,0,5,1,28,3519
4,2,0,0,2,5,1,28,3519
3,2,1,0,2,5,1,28,3546
3,2,5,0,4,5,1,28,3546
1,2,4,0,0,5,1,28,3554
3,2,1,0,4,5,1,28,3657
1,2,2,0,5,5,1,28,3677
5,2,0,0,0,5,1,28,4170
1,2,2,0,5,5,1,28,3831
1,2,4,0,5,5,1,28,3831
1,2,4,0,5,5,1,28,3831
1,2,5,0,5,5,1,28,3831
1,2,5,0,2,5,1,28,3855
1,2,2,0,2,5,1,28,3855
3,2,2,0,5,5,1,28,3959
3,2,0,0,5,5,1,28,3959
3,2,2,0,5,5,1,28,3963
3,2,0,0,2,5,1,28,3968
3,2,2,0,5,5,1,28,3968
3,2,1,0,4,5,1,28,3968
3,2,4,0,2,5,1,28,3968
3,2,0,0,5,5,1,28,3968
3,2,1,0,0,5,1,28,4055
1,2,1,0,2,5,1,28,4118
1,2,4,0,5,5,1,28,4161
1,2,1,0,5,5,1,28,4161
1,2,4,0,4,5,1,28,4161
1,2,1,0,5,5,1,28,4233
5,2,0,0,0,5,1,28,4781
1,2,4,0,2,5,1,28,4433
1,2,0,0,2,5,1,28,4559
5,2,0,0,2,5,1,28,4968
5,2,1,0,0,5,1,28,5006
3,2,0,0,2,5,1,28,4674
5,2,2,0,4,5,1,28,5040
5,2,2,0,4,5,1,28,5040
5,2,2,0,4,5,1,28,5040
5,2,2,0,4,5,1,28,5040
5,2,2,0,0,5,1,28,5040
5,2,0,0,4,5,1,28,5040
5,2,2,0,0,5,1,28,5040
2,2,4,0,2,5,1,28,4793
0,2,0,0,3,5,1,28,4867
5,2,2,0,5,5,1,28,5227
5,2,1,0,0,5,1,28,5227
5,2,0,0,5,5,1,28,5227
5,2,5,0,4,5,1,28,5227
5,2,1,0,5,5,1,28,5227
5,2,2,0,4,5,1,28,5227
5,2,5,0,0,5,1,28,5227
5,2,0,0,4,5,1,28,5227
5,2,2,0,0,5,1,28,5227
5,2,1,0,5,5,1,28,5321
5,2,0,0,5,5,1,28,5355
1,2,4,0,2,5,1,28,5026
1,2,2,0,2,5,1,28,5026
2,2,4,0,0,5,1,28,5087
2,2,1,0,0,5,1,28,5087
2,2,4,0,5,5,1,28,5087
2,2,5,0,4,5,1,28,5087
5,2,4,0,5,5,1,28,5542
1,2,1,0,0,5,1,28,5231
1,2,2,0,0,5,1,28,5231
1,2,4,0,0,5,1,28,5241
1,2,0,0,2,5,1,28,5246
1,2,1,0,5,5,1,28,5281
2,2,0,0,5,5,1,28,5323
2,2,0,0,5,5,1,28,5323
1,2,2,0,5,5,1,28,5507
1,2,0,0,5,5,1,28,5507
1,2,5,0,4,5,1,28,5525
1,2,5,0,2,5,1,28,5525
2,2,1,0,0,5,1,28,5584
2,2,1,0,0,5,1,28,5584
1,2,0,0,5,5,1,28,5702
5,2,2,0,5,5,1,28,6108
5,2,0,0,5,5,1,28,6108
1,2,0,0,4,5,1,28,5761
2,2,5,0,1,5,1,28,5806
1,2,1,0,2,5,1,28,5852
1,2,2,0,2,5,1,28,5927
5,2,1,0,4,5,1,28,6296
5,2,2,0,5,5,1,28,6296
5,2,2,0,5,5,1,28,6296
5,2,0,0,5,5,1,28,6296
5,2,0,0,5,5,1,28,6296
5,2,2,0,5,5,1,28,6296
5,2,0,0,5,5,1,28,6296
5,2,0,0,5,5,1,28,6296
5,2,4,0,5,5,1,28,6296
5,2,5,0,4,5,1,28,6296
5,2,4,0,5,5,1,28,6296
2,2,1,0,4,5,1,28,5954
2,2,0,0,2,5,1,28,5954
2,2,4,0,2,5,1,28,5954
2,2,0,1,5,5,1,28,5954
2,2,4,0,2,5,1,28,5954
2,2,1,1,2,5,1,28,5954
2,2,1,0,2,5,1,28,5954
2,2,4,0,2,5,1,28,5958
2,2,4,0,2,5,1,28,5958
1,2,1,0,5,5,1,28,6060
1,2,2,0,4,5,1,28,6181
1,2,4,0,4,5,1,28,6181
1,2,5,0,5,5,1,28,6231
1,2,2,0,0,5,1,28,6316
1,2,4,0,2,5,1,28,6452
1,2,1,0,0,5,1,28,6724
1,2,5,0,0,5,1,28,6724
1,2,5,0,0,5,1,28,6737
1,2,4,0,0,5,1,28,6890
1,2,4,0,0,5,1,28,6933
5,2,2,0,5,5,1,28,7575
5,2,1,0,0,5,1,28,7575
5,2,0,0,5,5,1,28,7575
5,2,1,0,5,5,1,28,7575
5,2,5,0,0,5,1,28,7575
5,2,1,0,5,5,1,28,7575
5,2,1,0,0,5,1,28,7785
5,2,1,0,5,5,1,28,7785
5,2,1,0,5,5,1,28,7785
2,2,1,0,0,5,1,28,7469
1,2,4,0,2,5,1,28,7940
5,2,2,0,0,5,1,28,8805
2,2,4,0,2,5,1,28,8686
2,2,4,0,2,5,1,28,8686
1,2,4,0,5,5,1,28,9998
2,2,1,1,2,5,1,28,11295
2,2,1,1,2,5,1,28,11311
5,2,1,2,1,5,1,29,2476
5,2,5,2,5,5,1,29,2476
5,2,5,2,5,5,1,29,2476
5,2,4,2,4,5,1,29,2700
5,2,0,2,0,5,1,29,2700
5,2,0,2,2,5,1,29,2700
5,2,0,2,2,5,1,29,2700
5,2,2,2,5,5,1,29,2700
5,2,4,2,0,5,1,29,2700
5,2,4,2,0,5,1,29,2700
2,2,0,2,0,5,1,29,2410
2,2,0,2,2,5,1,29,2410
2,2,2,2,2,5,1,29,2410
3,2,3,2,1,5,1,29,2410
0,2,1,2,1,5,1,29,2410
3,2,1,2,4,5,1,29,2410
2,2,1,2,4,5,1,29,2410
3,2,1,2,4,5,1,29,2410
2,2,1,2,4,5,1,29,2410
3,2,4,2,4,5,1,29,2410
2,2,5,2,3,5,1,29,2410
3,2,5,2,3,5,1,29,2410
2,2,3,2,1,5,1,29,2410
2,2,0,2,2,5,1,29,2410
2,2,0,2,2,5,1,29,2410
2,2,2,2,5,5,1,29,2410
0,2,2,2,5,5,1,29,2410
3,2,2,2,5,5,1,29,2410
2,2,5,2,5,5,1,29,2410
3,2,4,2,4,5,1,29,2410
2,2,4,2,0,5,1,29,2410
3,2,4,2,0,5,1,29,2410
2,2,2,2,5,5,1,29,2410
3,2,1,2,1,5,1,29,2410
0,2,2,0,3,5,1,29,2409
0,2,2,0,3,5,1,29,2409
0,2,5,0,1,5,1,29,2409
0,2,4,0,5,5,1,29,2409
0,2,2,0,1,5,1,29,2409
0,2,2,0,1,5,1,29,2409
0,2,1,0,5,5,1,29,2409
0,2,0,0,3,5,1,29,2409
0,2,5,0,0,5,1,29,2409
0,2,4,0,3,5,1,29,2409
3,2,1,0,0,5,1,29,2463
1,2,2,2,2,5,1,29,2476
1,2,1,2,4,5,1,29,2476
1,2,1,2,4,5,1,29,2476
1,2,4,2,0,5,1,29,2476
1,2,2,2,5,5,1,29,2476
1,2,4,2,4,5,1,29,2476
1,2,2,2,5,5,1,29,2476
1,2,0,0,2,5,1,29,2476
1,2,2,0,5,5,1,29,2476
4,2,2,2,5,5,1,29,2621
4,2,1,2,4,5,1,29,2621
4,2,1,2,4,5,1,29,2621
4,2,2,2,5,5,1,29,2621
4,2,1,0,4,5,1,29,2621
3,2,4,2,4,5,1,29,3001
5,2,1,2,4,5,1,29,3100
5,2,2,2,5,5,1,29,3100
5,2,4,2,4,5,1,29,3100
5,2,2,2,2,5,1,29,3100
5,2,2,2,5,5,1,29,3100
3,2,4,2,0,5,1,29,3001
3,2,2,2,2,5,1,29,3001
3,2,2,2,5,5,1,29,3001
3,2,0,2,2,5,1,29,3001
3,2,0,2,2,5,1,29,3001
3,2,5,0,1,5,1,29,2994
3,2,5,0,1,5,1,29,2994
3,2,4,0,0,5,1,29,3054
0,2,2,0,3,5,1,29,3102
0,2,2,0,1,5,1,29,3102
4,2,2,0,4,5,1,29,3105
1,2,1,0,0,5,1,29,3291
2,2,2,0,5,5,1,29,3330
2,2,2,0,3,5,1,29,3330
2,2,2,0,3,5,1,29,3330
3,2,2,0,5,5,1,29,3408
1,2,1,0,5,5,1,29,3488
3,2,5,0,4,5,1,29,3494
4,2,2,0,5,5,1,29,3519
4,2,2,0,1,5,1,29,3519
4,2,0,0,0,5,1,29,3519
4,2,0,0,2,5,1,29,3519
3,2,0,0,5,5,1,29,3546
3,2,1,0,2,5,1,29,3546
3,2,1,0,4,5,1,29,3608
5,2,0,0,0,5,1,29,4170
1,2,2,0,5,5,1,29,3831
1,2,4,0,5,5,1,29,3831
1,2,4,0,5,5,1,29,3831
1,2,2,0,4,5,1,29,3831
